absolute_path,relative_path,file_type,size,modified_time,sha256,selected_as_reference,selection_reason
C:\robotics_sim\wlr_robot\runs\20260722_233120_obstacle-00cm_0cm-worker-session\trials\trial_001\steps\steps_source.json,runs/20260722_233120_obstacle-00cm_0cm-worker-session/trials/trial_001/steps/steps_source.json,json,969,2026-07-23T03:31:37.909146+00:00,f3f8eeb047fe537d32264fab0cf6149b6fcfeb4d75b756eb789a4cfc7546c4b7,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260722_233120_obstacle-00cm_0cm-worker-session\trials\trial_001\steps\validated_steps.jsonl,runs/20260722_233120_obstacle-00cm_0cm-worker-session/trials/trial_001/steps/validated_steps.jsonl,jsonl,374808,2026-07-08T23:25:47.717323+00:00,66be488058660467810260cb42d86357736bee2ff408d0741956c31db30426f8,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\config_snapshot.json,runs/20260723_002145_obstacle-00cm_0cm-worker-session/config_snapshot.json,json,1654,2026-07-23T04:21:45.980748+00:00,21b04ba509b9e2edcde32ba654aee5a5155b97bac950689ed72b88456245b66d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\data_quality.json,runs/20260723_002145_obstacle-00cm_0cm-worker-session/data_quality.json,json,1392,2026-07-23T04:33:34.600077+00:00,9e4ebcb22a2397e4121625c4f7a2017dc0b22c4e1354c31270160d2d7f9a520a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\dynamic_consistency.json,runs/20260723_002145_obstacle-00cm_0cm-worker-session/dynamic_consistency.json,json,309,2026-07-23T04:33:34.610075+00:00,63f7857adda818a72af2939f3b0554750eb8f98255f0e2f4b81487c571bbf64c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\events.jsonl,runs/20260723_002145_obstacle-00cm_0cm-worker-session/events.jsonl,jsonl,752779,2026-07-23T04:52:27.826070+00:00,f6147ea68a46a3774f31d420bfcd23fec2a892d6325fa9d6a3c9de93a28b8a4e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\metadata.json,runs/20260723_002145_obstacle-00cm_0cm-worker-session/metadata.json,json,657,2026-07-23T04:21:45.979746+00:00,27b2acdfa8cbd16d6f28e9032794be3241521ba882e5170590c2e5114e33918c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\model_audit.json,runs/20260723_002145_obstacle-00cm_0cm-worker-session/model_audit.json,json,7987,2026-07-23T04:21:45.997754+00:00,b56d5a84a1c0e5435e754072e93b220e2804c12e09f042cc380a1f121bfe2f7d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\report_status.json,runs/20260723_002145_obstacle-00cm_0cm-worker-session/report_status.json,json,2644,2026-07-23T04:33:36.471215+00:00,e69092a63387e51a62700c65be6e0f6ad2b72c732f205777b3d7327afb94340b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\stability_summary.json,runs/20260723_002145_obstacle-00cm_0cm-worker-session/stability_summary.json,json,792,2026-07-23T04:52:20.040950+00:00,1af82c2166289bb952ae11a89bed1642979e92613e392a84f83a4157866f6cb9,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_002145_obstacle-00cm_0cm-worker-session\static_baseline.json,runs/20260723_002145_obstacle-00cm_0cm-worker-session/static_baseline.json,json,337,2026-07-23T04:33:34.606075+00:00,2f5d9bb7dbc8b5bd3470a8d86a348fb4f34e7eb09a632f597433b4fbacfa8e40,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_005325_obstacle-00cm_0cm-worker-session\config_snapshot.json,runs/20260723_005325_obstacle-00cm_0cm-worker-session/config_snapshot.json,json,1654,2026-07-23T04:53:25.965414+00:00,21b04ba509b9e2edcde32ba654aee5a5155b97bac950689ed72b88456245b66d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_005325_obstacle-00cm_0cm-worker-session\events.jsonl,runs/20260723_005325_obstacle-00cm_0cm-worker-session/events.jsonl,jsonl,229602,2026-07-23T05:25:25.378624+00:00,918d74943a487a8a23c2884fe5ab0db69e6eabd4a0cc3352e300e0731a658511,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_005325_obstacle-00cm_0cm-worker-session\metadata.json,runs/20260723_005325_obstacle-00cm_0cm-worker-session/metadata.json,json,657,2026-07-23T04:53:25.963422+00:00,3bf83a8566d13899517c73ee964659ff66adff689d584376dee98f7948f97aed,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_005325_obstacle-00cm_0cm-worker-session\model_audit.json,runs/20260723_005325_obstacle-00cm_0cm-worker-session/model_audit.json,json,7987,2026-07-23T04:53:25.970423+00:00,b56d5a84a1c0e5435e754072e93b220e2804c12e09f042cc380a1f121bfe2f7d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_005325_obstacle-00cm_0cm-worker-session\stability_summary.json,runs/20260723_005325_obstacle-00cm_0cm-worker-session/stability_summary.json,json,792,2026-07-23T05:25:25.529567+00:00,3db832871dfb7a9f0a3fc5133856a4c75ecc7ffe22018ebdd1f456fd280dc87b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\config_snapshot.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/config_snapshot.json,json,1654,2026-07-23T05:49:34.482321+00:00,21b04ba509b9e2edcde32ba654aee5a5155b97bac950689ed72b88456245b66d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\data_quality.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/data_quality.json,json,1408,2026-07-23T05:49:57.679652+00:00,6eebed824f1cbd3c9f0b325ea1b4e40e12c98f96d3f8b84cfaa2e8f3399c2a9b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\dynamic_consistency.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/dynamic_consistency.json,json,293,2026-07-23T05:49:57.698062+00:00,4c2852e14f5a4672233f9815f29a4bae71bbbf259e051f751d9c8c4f305a6617,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\events.jsonl,runs/20260723_014934_obstacle-05cm_5cm-worker-session/events.jsonl,jsonl,14326,2026-07-23T05:50:00.239228+00:00,1bac7bbd60b949e99150f035a045a8c148edbe14dfdbbb8f9ffa03a461eba634,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\metadata.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/metadata.json,json,1011,2026-07-23T05:49:34.481810+00:00,b3712e102fa23c99ace93922ec808a844c1e1beaa371e271dd48be9a9321627c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\model_audit.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/model_audit.json,json,7987,2026-07-23T05:49:34.503363+00:00,b56d5a84a1c0e5435e754072e93b220e2804c12e09f042cc380a1f121bfe2f7d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\physical_success.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/physical_success.json,json,4866,2026-07-23T05:50:00.617289+00:00,030b2bd799f352fd693149e7dcac312261376b56f7615e5cb9ed0f0fb6bb192b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\report_status.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/report_status.json,json,7312,2026-07-23T05:49:59.723469+00:00,8e05f7dbbbb181ed1b9d61f6c3458385d9eadeeafa2c604809aec51a052768ce,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\stability_summary.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/stability_summary.json,json,654,2026-07-23T05:49:36.797342+00:00,1bab30d45d77bfe770ce388168e067edbdba254f2ea25829e36a1b87a5ddcd25,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\static_baseline.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/static_baseline.json,json,229,2026-07-23T05:49:57.691740+00:00,1fe9451a9825ecd37200b6f53170f4cff82608aceb3d6e891433e736a9fa0253,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\trials\trial_001\steps\steps_source.json,runs/20260723_014934_obstacle-05cm_5cm-worker-session/trials/trial_001/steps/steps_source.json,json,968,2026-07-23T05:49:54.106942+00:00,0e89e22709f82a379bf588789a64d93840144139bf37ace41824c2a7a1cd3c66,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_014934_obstacle-05cm_5cm-worker-session\trials\trial_001\steps\validated_steps.jsonl,runs/20260723_014934_obstacle-05cm_5cm-worker-session/trials/trial_001/steps/validated_steps.jsonl,jsonl,374808,2026-07-08T23:25:47.717323+00:00,66be488058660467810260cb42d86357736bee2ff408d0741956c31db30426f8,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\config_snapshot.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/config_snapshot.json,json,1654,2026-07-23T05:52:47.715514+00:00,21b04ba509b9e2edcde32ba654aee5a5155b97bac950689ed72b88456245b66d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\data_quality.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/data_quality.json,json,1397,2026-07-23T06:04:20.247528+00:00,d07fdb2adfef538f155843955249e85dfecb8477a03de3cfe395dd8b691e639e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\dynamic_consistency.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/dynamic_consistency.json,json,311,2026-07-23T06:04:20.249074+00:00,c4d3ae9d705256d47ecad68fbbb4c15b285f73510c4f2bdb89ce372404114872,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\events.jsonl,runs/20260723_015247_obstacle-05cm_5cm-worker-session/events.jsonl,jsonl,664352,2026-07-23T06:04:19.184750+00:00,a64231d24f2fd788fdb7b511a01c33a67d4d563644eb625e557d4b9f16245cf7,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\metadata.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/metadata.json,json,1013,2026-07-23T05:52:47.714513+00:00,1a8485341ed18b7ff4331736190d180a855ea2d3140903391e5f8be79c035c47,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\model_audit.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/model_audit.json,json,7987,2026-07-23T05:52:47.718510+00:00,b56d5a84a1c0e5435e754072e93b220e2804c12e09f042cc380a1f121bfe2f7d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\physical_success.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/physical_success.json,json,4292,2026-07-23T06:04:20.423079+00:00,29f1469b9bacf97916f58f1c218cd8ebf9b3916ae18dfd5fd16eac67d1302cfd,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\report_status.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/report_status.json,json,7224,2026-07-23T06:04:21.642284+00:00,25f0f1b502bc460f550a5c5bfccdd2e327af152f6c6f0841541a19e2dee20ccc,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\stability_summary.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/stability_summary.json,json,790,2026-07-23T06:04:19.219977+00:00,1e9f66f97253bd5c72e83fbf028e2b00a3a7c4aca471a0fc9ac5de452cf4279f,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\static_baseline.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/static_baseline.json,json,340,2026-07-23T06:04:20.248567+00:00,ba3d787e160a9dc222f62e5b4626ece2e053d4b4184779292a3ff198539231d2,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\trials\trial_001\steps\steps_source.json,runs/20260723_015247_obstacle-05cm_5cm-worker-session/trials/trial_001/steps/steps_source.json,json,968,2026-07-23T05:53:08.132552+00:00,3223985dd9af6f72747bef56561248a23c7cefae7bbd1de82c449feab4e1f038,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_015247_obstacle-05cm_5cm-worker-session\trials\trial_001\steps\validated_steps.jsonl,runs/20260723_015247_obstacle-05cm_5cm-worker-session/trials/trial_001/steps/validated_steps.jsonl,jsonl,374808,2026-07-08T23:25:47.717323+00:00,66be488058660467810260cb42d86357736bee2ff408d0741956c31db30426f8,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\config_snapshot.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/config_snapshot.json,json,1654,2026-07-23T06:07:32.060902+00:00,21b04ba509b9e2edcde32ba654aee5a5155b97bac950689ed72b88456245b66d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\data_quality.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/data_quality.json,json,1403,2026-07-23T06:19:01.822814+00:00,0aa25cb431ddcbd5e34a27ddcc9bcd96b1bbcf2fb19706a6e3f7d4d06af179d3,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\dynamic_consistency.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/dynamic_consistency.json,json,312,2026-07-23T06:19:01.824314+00:00,c4c0b4f2882fb35eb421b4ca90e3c40fc3cb6f88b7edbb549016e935b0fc2663,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\events.jsonl,runs/20260723_020732_obstacle-10cm_10cm-worker-session/events.jsonl,jsonl,1163888,2026-07-23T06:19:05.962913+00:00,f268690231f9df8e6eed3cb9dc234d3e46cf6fbc7120fa51650ece89b873bbd9,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\metadata.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/metadata.json,json,1014,2026-07-23T06:07:32.058903+00:00,4e40082fa44e16aab18c503955f7ac4ed45fc09665470a65bce84feae8b7aa81,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\model_audit.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/model_audit.json,json,7987,2026-07-23T06:07:32.064403+00:00,b56d5a84a1c0e5435e754072e93b220e2804c12e09f042cc380a1f121bfe2f7d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\physical_success.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/physical_success.json,json,4427,2026-07-23T06:21:57.017509+00:00,228271450e47de24282d303510f5e1659f0e1a1671dcb782c9f6808455ca318f,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\report_status.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/report_status.json,json,7328,2026-07-23T06:19:03.149834+00:00,a1a320a32458e1d3d918057382c2bbb793d359bf741a5fa10873c6839ea3d20c,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\stability_summary.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/stability_summary.json,json,790,2026-07-23T06:19:06.024441+00:00,4e8376a7b698e9ed088cc759c39a7ffa24f53ce355cc3c316ef1a9f084c30f52,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\static_baseline.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/static_baseline.json,json,342,2026-07-23T06:19:01.823818+00:00,fc8a89c063997579cff05a3ec2fcf30c9d07a9642fd9e4eae6b0e2ea04ee267f,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\trials\trial_001\steps\steps_source.json,runs/20260723_020732_obstacle-10cm_10cm-worker-session/trials/trial_001/steps/steps_source.json,json,973,2026-07-23T06:07:46.261153+00:00,699cb504d862f010ddcc981157581cfda362085f2aae28439d14af9b5156c6d0,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_020732_obstacle-10cm_10cm-worker-session\trials\trial_001\steps\validated_steps.jsonl,runs/20260723_020732_obstacle-10cm_10cm-worker-session/trials/trial_001/steps/validated_steps.jsonl,jsonl,181390,2026-07-08T23:54:15.634998+00:00,1132b160e4e6e937e060285344d1ae3608b2f749fc28dce24aae26def5f005f5,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\config_snapshot.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/config_snapshot.json,json,1654,2026-07-23T06:22:46.775160+00:00,21b04ba509b9e2edcde32ba654aee5a5155b97bac950689ed72b88456245b66d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\data_quality.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/data_quality.json,json,1400,2026-07-23T08:35:09.812484+00:00,b34a39c8d50f54887e157ca2c2595a4d97dfe635d2d55390fcdd8cf1bdf115fe,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\dynamic_consistency.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/dynamic_consistency.json,json,312,2026-07-23T08:35:09.813400+00:00,4439345b5edcd2025fc86d0f4f539a2fc6c37e435baafb067f8d5421d21c02c6,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\events.jsonl,runs/20260723_022246_obstacle-10cm_10cm-worker-session/events.jsonl,jsonl,1162304,2026-07-23T06:33:52.743482+00:00,a0a81c5a831145fbdf8d21e004200ab475423934474f7eea830ffbfa62e54aa0,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\metadata.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/metadata.json,json,1014,2026-07-23T06:22:46.772660+00:00,1892e6211ad42d07d57fc8eb754d767569bfd74bb970980c697b5023f8bc0507,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\model_audit.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/model_audit.json,json,7987,2026-07-23T06:22:46.777917+00:00,b56d5a84a1c0e5435e754072e93b220e2804c12e09f042cc380a1f121bfe2f7d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\physical_success.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/physical_success.json,json,5077,2026-07-23T08:35:11.195544+00:00,b1dcfc09ba45c1d1e681f08f30b8bd54cde105d290780a5ac652f92d138fd740,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\report_status.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/report_status.json,json,7695,2026-07-23T08:35:10.933758+00:00,b7a75ed7694ccb3acb6e2656b4689eddd565a98d5a7e20705bfaf67a2002a07d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\stability_summary.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/stability_summary.json,json,792,2026-07-23T06:33:52.815602+00:00,b57af134d8c8c368c0dcf5790601577ade585442a22508766d53ed66059f8495,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\static_baseline.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/static_baseline.json,json,339,2026-07-23T08:35:09.813400+00:00,58005b116f36ad34c889d8d81dcef7e9f90792e59eed57750254e7d33b495815,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\trials\trial_001\steps\steps_source.json,runs/20260723_022246_obstacle-10cm_10cm-worker-session/trials/trial_001/steps/steps_source.json,json,974,2026-07-23T06:22:59.505756+00:00,997744c5fa17406c1f2e5c1502987e04c21b31c73f377ed80a99b4b5f428908b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_022246_obstacle-10cm_10cm-worker-session\trials\trial_001\steps\validated_steps.jsonl,runs/20260723_022246_obstacle-10cm_10cm-worker-session/trials/trial_001/steps/validated_steps.jsonl,jsonl,181390,2026-07-08T23:54:15.634998+00:00,1132b160e4e6e937e060285344d1ae3608b2f749fc28dce24aae26def5f005f5,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\config_snapshot.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/config_snapshot.json,json,1654,2026-07-23T06:35:22.296490+00:00,21b04ba509b9e2edcde32ba654aee5a5155b97bac950689ed72b88456245b66d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\data_quality.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/data_quality.json,json,1397,2026-07-23T07:02:11.561713+00:00,63edfe9d4a4b012e771ed8203b99ed6b2464ff10bc7819da77f11d7b6e98ed85,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\dynamic_consistency.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/dynamic_consistency.json,json,313,2026-07-23T07:02:11.564210+00:00,d4a285080339b710526647301821552235248785fe8b1c2e82a5a24604a8a8f4,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\events.jsonl,runs/20260723_023522_obstacle-05cm_5cm-worker-session/events.jsonl,jsonl,2069877,2026-07-23T07:02:14.481696+00:00,3a1116e4974a1649d360fd9e6f488e8ad3d6075542d4c5348a6c7fe665c28ad8,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\metadata.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/metadata.json,json,1011,2026-07-23T06:35:22.293990+00:00,5c93c44fa3426fdbe443a4a4452866be7f02b0c812c7f6079dee7a1bc6596b0a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\model_audit.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/model_audit.json,json,7987,2026-07-23T06:35:22.298991+00:00,b56d5a84a1c0e5435e754072e93b220e2804c12e09f042cc380a1f121bfe2f7d,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\physical_success.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/physical_success.json,json,4912,2026-07-23T07:13:56.824052+00:00,dfabccd4e1dae630119ae03f4ea736a8101293127698f958a8b7cf75d9544d25,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\report_status.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/report_status.json,json,7176,2026-07-23T07:02:14.365196+00:00,492f707cc7ae2e2b2a8aba442e6560a06c61d145de88f29adb20b9ea2ef720c2,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\stability_summary.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/stability_summary.json,json,797,2026-07-23T07:02:02.727521+00:00,ed0afe79f2c6d70afbe7ca0a6197a32f5ee4b8cf26dcdfb4cdbbc5c3592c39dc,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\static_baseline.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/static_baseline.json,json,338,2026-07-23T07:02:11.563718+00:00,3a6cf58f2f933c10078e81236920a535806bc3b38cd16ba61ec4599133a87407,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\trials\trial_001\steps\steps_source.json,runs/20260723_023522_obstacle-05cm_5cm-worker-session/trials/trial_001/steps/steps_source.json,json,970,2026-07-23T06:35:35.337873+00:00,7fdd48b4f97c3af546a0f31a47a075ef6cd75d0f0520e1a7d70feff8848b66cd,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_023522_obstacle-05cm_5cm-worker-session\trials\trial_001\steps\validated_steps.jsonl,runs/20260723_023522_obstacle-05cm_5cm-worker-session/trials/trial_001/steps/validated_steps.jsonl,jsonl,374808,2026-07-08T23:25:47.717323+00:00,66be488058660467810260cb42d86357736bee2ff408d0741956c31db30426f8,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\runs\20260723_031442_obstacle-05cm_5cm-worker-session\config_snapshot.json,runs/20260723_031442_obstacle-05cm_5cm-worker-session/config_snapshot.json,json,1654,2026-07-23T07:14:42.523788+00:00,21b04ba509b9e2edcde32ba654aee5a5155b97bac950689ed72b88456245b66d,false,candidate or supporting source; not frozen as primary reference
